comment,sentiment
原来举全国之力满足也不了武汉几个医院的物质？？？,0
查！严查！湖北红十字基金会！你公开账目！为什么没有物资！我捐钱不是让你贪的！,0
今天刷微博都看大家在刷红十字会，刚才看到一条微博 前线医生去要物资什么都没要到。那个医生带的普通外科口罩 红十字会工作人员带着N95。我心都凉了。,0
大家一定要重视物资发放这个问题，每天捐的那么多口罩防护服，还是很多医院说物资不足，那捐的物资到底上哪里去了？？物资到底在谁的手中发放？？一个医院拿到的物资就几百几千个？？严重建议捐赠物资的车直接一车一车拉到医院门口去，由医院负责人直接拿走，不要再由他人经手，加紧落实物资发放问题！,0
我管你啥心情 这些疫情结束后再说！现在！立刻！查湖北红十字会！！！把物资立刻马上送到一线医生护士手里面！！！我不想知道你啥心情！,0
亿万不清湖北省，三问不知黄冈市，乱七八糟红十字，支出为零慈善会，物资奇缺协和院。领导无能，捐款不明，医生却冒着危险救人，真是天大的现实世界的讽刺，让人对一切都失望。请不要让一线的他们心寒。请不要让人民群众心寒。,0
阿里巴巴最明智了，不捐给红十字会，自己成立11亿专项资金，自己采购，自己运输，直达医疗机构,1
红十字[doge]请不要在全民共渡难关，前线医护人员物资紧缺的情况下，搞糊涂账，寒民众心。失信于民，必将被人民放弃。可以理解物资集中到一个地方集中筛选后分配，可是不能原谅红十字这样糊涂人干的事。武汉加油，中国加油。希望所有物资直接送到需要的人手里。一线医护人员太让人心疼了，请保护好他们,1
两天回应八次，每次还都编的不一样，仁爱医院编的也不一样，你俩能不能串通好了再回应,0
十字会带n95的口罩，一线医护人员带一次性口罩，真他妈讽刺[微笑],0
大家一定要重视物资流向问题，武汉红十字，快点把物资给我吐出来！！不要再捐任何东西给红十字，直接对接医院，捐赠物资的车直接一车一车拉到医院门口去，由医院负责人直接拿走，不要再由他人经手！,0
前方吃紧，后方紧吃，前方死撑，后方撑死——节选自《红虱子》,0
人民出钱又出力，贪官背后笑嘻嘻。可怜人民傻白甜，红会还我血汗钱！[微笑],0
来晚了还能有人看到我吗[悲伤]，这些物资是通过我们和物流伙伴开通的菜鸟绿色通道直达的医院，感谢所有为此昼夜不停的物流铁军们！武汉[心]我们来了！,1
画重点：越过红十字会  直达！！！,1
红会不查，以后谁还敢捐款啊，本来一包方便面都可以公示，做不到干净就别怪社会质疑！！！,0
我这几日天天看新闻最大的疑惑？一边是一线人员弹尽粮绝，一边是各方支援慷慨振奋，可是，东西呢？全中国的援助不够一个城市用？,0
请问网上视频是真是假???医生：“我们都是协和的，我们不是排在1号吗，我们都是1线工作的人现在这样聚集很危险”，我们捐给医院的东西，医院却要向红十字会乞讨吗？？微博上的医院被强制卸货是真是假???让民间志愿者穿红十字衣服拍视频是真是假???请及时回答???别让英雄和大家寒了,0
为什么捐那么多医用物资 武汉一线白衣天使使用的防护用品还是缺？建议彻查武汉红十字会,0
人民出钱又出力，贪官背后笑嘻嘻。可怜人民傻白甜，红会还我血汗钱！[微笑],0
明细呢？我们想看的是这么一堆数据吗？我们想看什么你不清楚吗？[疑问],0
医院得不到真真实实的东西，别和我扯东扯西！！滚蛋！,0
有一个小问题：建火神山和雷神山为什么要红十字会拨款？,0
不经过红十字会的物资，直接到达！经了红十字会 就是积压发不出去[微笑][微笑] 你说你人手不够 没有物资识别能力 但又让所有物资必经红十字？什么能力都没有 却是所有物资的发放机构你说他妈的搞笑不？,0
所以列一堆数字有屁用？我想知道用哪里去了？,0
病毒不可怕，可怕的人心. 如此形势下，湖北红十字会还在搞官僚作风，延误灾情. 可笑的是竟然还没人管,0
[疑问]我问问红十字会，你拿这样长篇文字给领导看，领导不恼火？Excel表不会做？昨晚不是有科代表的优秀作业贴出来了吗？还有湖北红十字什么时候公布？催的最多就是你，装死本事倒是挺一流。请将数据公开透明，以及给我们合理的解释。我们的钱不想白白给莆田医院糟蹋[微笑],0
现在还有人说我们的实力很强么？一个疫情显示出我们的制度优势（集中力量办大事）同时 也暴露我们在紧急和特殊情况下应变能力的严重缺失。这是打仗！打仗难道你还指望战士拿牺牲同志的口粮吃么？醒醒吧官僚！这样的系统 打仗就是个笑话 说什么梧桐！,0
我是瞎了吗？之前报道的哪哪捐了多少口罩、防护服都是假的？还有防护用品工厂生产的都是优先供应武汉！你们在还说紧缺，你仓库堆多少防护用品你肯定不知道，你们都在忙着踢皮球呢，哪顾得上仓库啊,0
庚子年间，某镇大旱，百里之内颗粒无收，白骨露于野，千里豺狼啼。居民或自闭于户，或背井离乡，生活凄苦不堪言。 异地闻之，皆出栗黍，装大轩以助，全国皆然。 待栗黍运及县衙，县官令人或储于自宅大仓，或寄于米肆以市，唯以砾米食灾民，全国骇之。 按此朝律法，县官罪当斩。,0
我给你们说个笑话： 6天可以建一座1000人医院， 6天，一个武汉市分发不掉10所医院的急需物资,0
我愿用武汉红?废柴老命换普世大众健康顺遂。,0
有的人拿命干，有的人拿命贪,0
大家一定要重视这个问题，每天捐的那么多口罩防护服，还是很多医院说物资不足，那捐的物资到底上哪里去了？？物资到底在谁的手中发放？？一个医院拿到的物资就几百几千个？？建议捐赠物资的车直接一车一车拉到医院门口去，由医院负责人直接拿走，不要再由他人经手，加紧落实物资发放问题！,0
疫情刚爆发的时候，微博里刷大G被全民声讨，现在倒回头想想，那会儿的大G，现在的湖北红十字会，压根儿就是同根同源的事情嘛，骨子里的问题不解决，社会怎么能好？[摊手][摊手],0
我很感动[拜拜]但是我心已经寒了,0
武汉麻烦也一天一公布[微笑],0
前阵子就说了，希望让政府直接开一个直播间通道，捐赠直达，你看看捐红十字会就这?红十字戴N95，一线医生戴啥? 赶紧公布看看钱去哪了? 都给了赵海山了?,0
跪求媒体帮问： 1.红十字说医疗物资无调配权，权力归疫情防控指挥部，请指挥部说明物资如何调配的？ 2.K95不能用于医疗，请问是湖北哪个医疗部门说的？一个是国际标准，一是国内。 3.湖北政府是怎么管理这些机构有效配合的？ 4.发布会说医疗物资紧平衡，为什么那么多一线医务人员跪求医疗物资？,0
求求毛爷爷保佑我们湖南，保佑我们全国人民。[泪],0
你们这些官媒 一种药物就这么轻率的公布 甚至都懒得加一句：没病的不要盲目喝[摊手] 吃瓜群众太多 请谨慎 [怒][怒][怒],0
谜一样的湖北，坑一样的红十会也不正儿八经的查一查。我们都等着说法呢？,0
管管红十字会啊，给协和医院的医护人员穿小鞋，还不让人家说，打压人家还让辟谣，辟哪门子的谣？有心吗？,0
黄冈是山东医疗队所在，大家都在关心武汉，其实黄冈的条件更差，病人多，物资紧缺。消息属实，如果可以的话能不能直接捐助医院[泪],0
感觉增长呈两极分化趋势了，多的省份越来越多，少的省份越来越少，逐渐复工以后这个趋势可能会更明显[思考][思考][思考],0
湖北这么多患者，还有这么多疑似病例，死亡又是这么多。难道湖北政府想让湖北人民都成为患者？让湖北变成死亡之省？让湖北成为一个危省？请问湖北政府在这次疫情中的工作是怎么做的？中央还管不管湖北官风大于疫情大于民意？,0
青菜一斤20块钱，猪肉一斤30几块钱。这个时候物价这么高，全国人民还卯足劲的支援武汉，然后他们就干这种事。湖北、武汉、红十会……懒的说了，太失望了。,0
最近免职的一批人包括黄冈的337人是不是做做样子而已！等风头过了，那些被免职的人又重新有了职位！免职不是撤职！还是原来那个待遇！请公布具体每一个被惩罚官员的信息！！？前车之鉴太多，不信，没有要求全部下台，但要惩罚合理，不要基层顶锅侠。,0
中国人理解不了澳洲大火为什么半年不能灭，外国人也不理解我们为什么要封城，而我理解不了社会捐款也那么多了，武汉医院依旧紧缺物资,0
每天都祈祷希望可以快点结束这场战役,1
黄冈是山东医疗队所在，大家都在关心武汉，其实黄冈的条件更差，病人多，物资紧缺。消息属实，如果可以的话能不能直接捐助医院[泪][泪]可以看我置顶转发的原博，拜托大家可以关注一下，万分感谢！,0
人报记者去过阿富汗、伊拉克、伊朗，但是去不了红十字会仓库。,0
红会还要员工吗 我没啥优点 唯一优点就是很不要脸[喵喵],0
红十字会不得了，工资待遇还挺高！全国慈善助武汉，抵不过你瞎胡闹。物资发给莆田系，定点医院领不到，央视采访被中止，司机提货给领导！千万网友都在问，你们到底有啥黑门道？,0
一个热搜从新到爆只需要几分钟，从爆到消失也只要几分钟，在?? 和权面前，我们还是那么无能为力,0
国庆70周年时，大家发自内心的自豪感、自信心，仅仅几个月就被湖北整个官僚机构都给他妈的毁没了,0
湖北省所有的红?字会以及所有的相关负责人，请你们给全国人民一个交代[怒][怒][怒]！！！,0
现在是2020年，央视直播要被掐断，物资真正送到前线的也不知道有多少，防的竟然是自己国家的红十字，真是日防夜防啊，如果不是亲身经历我会以为这是个笑话,0
听军人说话简洁明了铿锵有力。看湖北的庸官吭哧吭哧半天，说不出个所以然来，都是打太极…,0
“这次肺炎以及黄冈卫健委主任唐志红被免职”告诉我们一个非常深刻的道理，以后干部的选拔一定要专业人员管理专业的领域。如果再拿一群职业官僚来跨行业管理医疗卫生、证监会或者是教育，简直就是为日后发生大灾难时瞎指挥埋下伏笔！[拜拜][拜拜],0
最亲还是人民子弟兵。首战用我，用我必胜。[赞][赞][赞][赞],1
看到他们出来突然就想哭了，等了那么久都看不到希望，现在解放军出来了，突然觉得看到希望，明明一开始就应该可以控制住的，明明可以防患于未然的，发展到现在这个样子，谁该为瞒报的单位买单的？这样的话中国的经济又得有多大的损失？中国能发展到今天不容易，就让某些人的无知糟蹋了,1
然后呢？换人管理就算把全国人民糊弄过去了？他们不把党中央，全国人民放眼里，还有人包庇他们？那么是不是犯罪贪污腐败，挪用公款，都不用负法律责任，因为后台够硬！,0
说实话，别老说刷屏刷车牌号红十字烦，这还是有点效果的至少让民企接管了，你要不说憋死也没人管，舆论的压力还是很重要的,0
最苦最累的时候人民子弟兵出来了！能让老百姓安心的是解放军而不是某ZF，某十字会，不是很可笑吗？已经烂到什么程度了？强烈要求严查某十字，给群众一个说法！,0
确诊破万，加上疑似，还有很多“没条件确诊”的，一起算简直是天文数字。。,0
“人不传人”“有限人传人”“持续人传人可能性不大”“可防可控”，瞒报、延报、谎报你们一个不少，中国疾控中心、湖北省政府、武汉市政府你们是十恶不赦的罪人，你们已经被钉在了历史的耻辱柱上，你们千刀万剐难解上万个无辜病患和家庭心头之痛，难解亿万中国人的悲愤,0
未发现人员伤亡 好美的文字[心],1
我是莆田人，请不要地域黑。希望莆田人民平安，中国人民平安[感冒][感冒]????,1
这2020太魔幻了，只求好好活着??,1
又是毒圈，又是轰炸区，关键还打不到药，而且四川人民8小时后就要开始上班了 四川人民有点难。,0
魔幻: 2020 武汉 邵阳 成都 莆田 科幻:起初，没有人在意这一场灾难，这不过是一场山火、一次旱灾、一个物种的灭绝、一座城市的消失，直到这场灾难和每个人息息相关,0
稳住，出门避险请戴好口罩，不要中了病毒的调虎离山之计……,1
2020是什么年啊[泪][泪][泪]，愿国泰民安，风调雨顺,1
“世事秋凉，道阻且长。愿大家都能去危就安，得偿所望”,1
红十字会这事，不管后面的山有多硬，里面的水有多深，必须死磕到底。人民总得赢一次。 人民也是水，水的稳定，在于疏，不在于堵。再深的水，都不能凌越于人民之上。,1
向最美的逆行者致敬，共同抗击疫情，一起为武汉加油，为中国加油！,1
舆论压力要给足，对中央的信任更要给足！天灾人祸面前，唯有团结在党中央周围才能战胜邪恶！,1
有些人无声无息就走了 来不及确诊入院[失望],0
钟南山10年前就说过武汉等地蝙蝠携带大量病毒，不预防的话非典还会卷土重来了，但是武汉不听。呵呵。出事了就把钟院士话当救命稻草，疫情结束了人说话就不管用了。看看那个一问三不知卫生主任啥样子，什么时候卫生部能让真正懂医的人来管理？？,0
吃蝙蝠的要管，但是病毒扩散到这个地步，和武汉当局的放任瞒报是分不开的，如果武汉当局能把抓那八个“造谣”的劲头用在治理病毒上，相信会好很多,0
江西新余第四医院14名职工确诊新型肺炎，江西新余告急，大家看看江西吧，新余医务人员都用雨衣做防护服了！！！！[悲伤][悲伤][悲伤],0
带节奏适可而止。现在全国必须多些正能量，那些腐败问题，国家会秋后算账的，没必要传播太多负面消息，现在需要全国人团结的时候，我们一起加油，一定可以战胜任何困难,1
本来很好处理的一事儿，可是就是有这么部分人不怕事儿大，本来就在疫区发还乱跑。这也就导致其过程接触更多的人，就会产生2代3代传染。虽然现在国家有这么多措施在进行，但是大多数地区是做不到的。因为这事很多需要物资人没有获取到应有的物资，也就加大了工作的困难度。,0
钟老之前的判断是正月十五，现在的判断是十天或两周后，说明疫情可能还是很严峻的。不可掉以轻心。,0
我们能做的，就是尽量传播正能量，对于负能量，可以监督，国务院、公检法的举报途径一直在。但是不要把奋战在一线那么多人的努力，用三两句话和几幅图片就轻易否定了，更不要在毫无相关的微博内容下刷屏盖掉多数人的需求。不信谣，不传谣，有能力就帮助出力，没有能力也别拖后腿。愿一切都快快好起来。,1
现在老百姓得不到有效的防护和消毒物资。还上什么班,0
以造谣的名义，以党黑的名义，以蹭热度的名义，以愤青的名义，以轮子的名义，以境外反华势力的名义，让大家不敢说话，这才是真的可怕。病毒终究会被战胜，但这比病毒还要可怕[心][心][心],0
一个建议。 这次疫情过后，请把华南海鲜市场夷为平地，原址建设武汉2019-nCoV病毒感染事件受害者纪念馆，记录2020年初发生的大事。将因感染致病的案例展示出来。作为向公众教育之用，希望再没有人吃野味。两次了，有点记性吧,1
多看看新闻联播，明天又是美好的一天,1
上联:火神山，雷神山，钟南山，三山齐聚克难关 。下联:国内捐，海外捐，李兰娟，众捐纷来达通途。,1
中国速度都是这些人拼命换来的[心],1
我只想看到更多的治癒新闻，看到不缺口罩不缺物资的新闻！去他的红十字评论和去他的各种吃人饭不干人事,0
微博上看到的一段话：这场疫情人们像举着放大镜，发现善良的人是真善良，有本事的人是真有本事，坏的人是真坏，蠢的人是真蠢。愿我们都是善良的人，愿善良的人都平安喜乐[泪],1
国务院说啥就是啥？国务院就能管到我们武汉了？[doge],0
这几天都光曝光出来的就多少了，倒是处置啊，杀鸡儆猴啊[费解][费解]光说吗,0
这高峰期什么时候来！！？？？医院够住吗？？每天醒来就是崩溃,0
我怕的是是每天只能检测出这么多的人数，而真正的人数还远远超过这个数[允悲],0
太多了太多了...希望只是以前没机会确诊的确诊了[泪],0
虽然这场突然起来的灾难让我们措手不及，让我们看到了许许多多，强大的中国，一些不作为的官员，还有一线的英雄，环卫工人，拾荒老人，许许多多的人民一起对抗这场疫情的心！我相信我们强大的中国，很快会挺过去的，加油武汉，加油中国！,1
希望中国每一个地方都能这样，不要只在一个地方实施啊？国家能不能强制地方政府统一严格管理啊,0
[嘻嘻][赞]来了哈 本二等公民租客带着话题来了#杭州封小区# 避重就轻第一名把你们厉害坏了 对外不封城对内封小区，为了安全考虑可以理解并支持，但麻烦你们上下口径统一好了哈，别房东物业和政府互相推诿扯皮不认，既然要狠心一刀切麻烦提前通知到位。,0
杭州小区明文规定2月9日24点前不允许外来租客进入，但是各公司10号开工，请问这个问题如何解决？今天被老板催5、6号返杭，现在已经陷入两难的境地！回去了我们这些租房的无处可去！,0
我觉得武汉行动慢了，错过最佳时机，感染的人越多越难控制。,0
再建三个都不知道够不够，现在很多人确诊了，只能在家自行隔离，那一家人都完了,0
中国加油一定可以过去的,1
当愤怒持续一段时间、仍得不到出路，就会化为悲哀，最后沉淀为绝望，为了一己的生活好过一点，唯有装作遗忘。到了某种时刻，又受刺激而想起曾经的愤怒，也马上明白自己纵使多愤怒也好，实际没有方法解决问题，于是无动于衷，这种就是无力感,0
有时候，我在想，有些人，总是要在孤独中积蓄力量，熬过一段不为人知的艰难岁月，然后就像火车驶出隧道，温暖和光明一下子扑面而来，你才发现，原来世界可以如此和颜悦色。,1
我代表全体湖北人，向在这次疫情中一直帮助，支持湖北的各界人士说一声：你们辛苦了，谢谢你们。[给你小心心][给你小心心],1
部分武汉患者因医院没有床位无法医治病死在家里，国家也没统计到死亡人数里面，即便新建了火神山和雷神山医院肯定不能满足与日剧增的患者，这些患者都是移动的病毒源，如得不到有效隔离住院救治不仅会死亡，还会感染更多人，长此下去不可想象。请国家重视此问题。请关注,0
想问一下怎么解决民用口罩问题，淘宝不发货或者没货，药店完全买不到或者被征收了，又说要我们带口罩，又不给我们买口罩，很多人再过四五天都是要上班的，到时候没口罩，怎么办？请问是想更多人被感染吗 ？,0
一想到五天后要去上班了，手里连一包能用的口罩都没有，心里就很着急，甚至有点心慌，有的还要坐车转车，买不到口罩，让我们这些不得不去上班赚钱生活的人怎么办？不知道你们怎么想的？唉,0
能不能给普通人留点口罩。太难了，真的太难了,0
只要中央统一指挥，地方严格执行，相信很快可以控制疫情??,1
我希望所有的评论都是发自内心的愤懑、失望，而不是营销号为了流量、狗屁带路党公知洋人??带节奏玩政治、轮子练神功，这和吃人血馒头没有任何区别！！！加油中国，加油湖北，加油武汉[心][加油],1
凭良心讲，在短时间内能调动全社会力量扎实应对如此灾难，取得效果，估计这个世界上只有中国才能做到。所以，批评政府的错应该，但全盘否定不可取，从古至今这个民族的每一次战胜不幸都靠得是自己，那种将国家希望寄于别人施舍的想法非蠢即坏！,0
这个冬天 比往年更寒、更冷 但是啊 没有一个冬天不可逾越 请相信 春天一定在来的路上 待凛冬离去 雪融草青 一定有新的相逢将温暖延续[心] ???,1
[武汉加油]给各省同胞添麻烦了，武汉人民感谢你们，疫情重区的冬天，因为有你们，很温暖。这几天看到各省同胞支援的消息真的超级感动。等我们好了，欢迎各省同胞来看看，我们带你们去吃油焖大虾，热干面，去逛江滩，坐轮渡，去看看江湖人间烟火气。我们会乖乖呆在家里，绝不给社会添麻烦,1
相信政府、相信中央[心],1
么解决民用口罩问题，淘宝不发货或者没货，药店完全买不到或者被征收了，又说要我们带口罩，又不给我们买口罩，相信很多人再过四五天都是要上班的，到时候没口罩，怎么办？请问是想更多人被感染吗 ？唉（帮忙顶上去，网络喷子和不用为生计奔跑的人不需要口罩出去上班，我需要，谢谢）,0
能不能多投放点普通市民能用的口罩？??,0
我不讨厌中成药，一直都不讨厌，只是有些人弄虚作假，只要是能治病的药都是好的！希望官方不要再说没科学依据的话，大家也不要有偏见,0
????很抱歉占用资源????汉川是孝感代管的县级市??是离武汉最近的城市??感染222人??死亡8人??0??治愈??是全国感染最多死亡最多的县级市??全市只有一家三乙医院??至今都在自救??帮帮汉川吧??,0
没有硝烟的战场，哪里有危险，哪里就有我们的人民子弟兵[心][心][心][心],1
致敬一线守护的所有人 辛苦了 感谢有你们 愿平安[给你小心心][中国赞]??,1
致敬抗疫一线的医护人员辛苦了 ，我们都在等你们平安归来[心][心][心][加油],1
如果武汉领导能早一周重视这个事情，也不至于是现在这个局面！！[泪][泪][泪],0
不要慌。。。不是说了这几天是爆发期嘛，年前都回老家，都以为自己没病，接触了那么多人，潜伏期14天，感染人群差不多就是这时候该显现出来了吧。。。。所以还是希望大家坚持一下，能在家待着就尽量别出去，不要接触人群！！会克服的！会过去的！[加油],1
汉川市（紧邻汉口，汉阳两镇，孝感托管的县级市），人口才一百一十多万，2月3日公布数据（确症230死亡10无1例治愈）没有一个三甲医院，市zf防范措施也相当迅速到位但无奈医疗物资紧缺！希望顶我上去帮帮我们吧????,0
虫儿飞，鸟儿叫，阳光终究会来到。热干面，快点好起来，全国的朋友都摩拳擦嘴等着你，武汉加油啊。,1
时候 我在想 有些人 总是要在孤独中积蓄力量 熬过一段不为人知的艰难岁月 然后就像火车驶出隧道 温暖和光明一下子扑面而来 你才发现 原来世界可以如此和颜悦色[心],1
其实医护、军人、科学家这些人才应该成为被人们追捧的偶像,1
加油！但是其他城市也要考虑呀[泪][泪]很多地方的资源也很短缺呢,1
可以看看随州吗，湖北周边小城市，没有足够物资，仅有内蒙古四个医生前来支援，但这远远不够的，随州全市只有唯一一家三甲医院，平时都人满为患何况现在，请多多关注随州，确诊人数已经全国第四了,0
希望能够全方面逐一排查吧，还有很多确诊未能统计，希望这场战役快点结束吧,1
新年感怀 新桃未改疫横生，九省通衢竟锁城。 乌帽难堪民舌怨，白衣犹向虎山行。 时逢新岁成终岁，顿出哀声掩贺声。 乡僻仍忧天下事，何时雾散放春晴？,0
加油武汉，加油中国????,1
湖北随州，全市人口才220w，医疗资源及医务人员极度缺乏，感染人数已经达到了600多，现在的感染人口比例全国仅次于武汉，局面如继续恶化，恐发生大规模恐慌，希望得到关注??????在其他新闻下面刷这条信息也是出去无奈，请见谅,0
其他省都控制住了，才能尽全力帮助湖北,1
2月10日后全市复工，控制私家车每天只有20％上路的话，原本可以开车的80％要被迫去挤公交和地铁或者打出租车上下班，反而增加了人员密集和交叉传染的可能。与防控初衷背道而驰，建议交管部门制定合理出行方案,0
山东真是无私帮助湖北，省里有的，蔬菜，水果，医疗物资，一车车往湖北支援,1
山东医疗队去了开始重视度比较低的黄冈，山东人民等你们回家,1
浙江口罩免费发，一次5个，用完了5个还能拿去换肥皂，以小见大，毕业想去浙江了[跪了],1
回收回来的口罩一定要注意防盗，别没等销毁就没了,0
希望可以出红头文件保护孕妇，让孕妇在家办公。孕妇如果感染，受到的身体伤害，心理伤害，以及救治难度，都比普通人大很多。孕妇孕期免疫力差，现在已经很多孕妇已经不敢去医院产检了，希望国家可以关注我们，我们都在孕育着祖国的花朵，求政策保护[悲伤][悲伤][悲伤][悲伤],0
希望明天的热搜是“新型冠状病毒控制成功”[悲伤],1
普通人买不到口罩 使用指南也用不上,0
买不着口罩，你发这个不是激起民愤吗,0
