comment,sentiment
你所站立的地方，正是你的中国;你怎么样，中国便怎么样;你是什么，中国便是什么;你若光明，中国便不黑暗。,0
我四川真的有很多英雄,0
人民的好干部，一路走好????,0
善良的人用生命奔赴在前线，腐烂的人用权力搅乱于后方。,0
一路走好????,0
真是我们江油人的骄傲！一路走好！,0
您走好,0
一路走好,0
中国自古以来不乏拼命硬干的人，这就是中国的脊梁！,0
英雄,0
一路走好,0
人民的英雄，一路走好,0
江油雄起！四川雄起！武汉雄起！湖北雄起！中国????雄起！ 李白故里一定明天会更好,0
江油人民会记得你??,0
基层公务员太难了,0
要注意加强锻炼嘛，撑不住别强撑啊,0
我就是江油的,0
四川人，我们大江油??,0
一路走好,0
第一次看家乡上热搜 可是我却不愿意看着有这个热搜,0
我们这个小踏踏也能有大大的正能量！！但是总是事与愿违，愿天堂一切美好，一路走好,0
致敬英雄,0
一路走好,0
老乡一路走好,0
一个老人，一个村支书，一个中国人。,0
不只是医生护士军人们奋战在一线 还有默默奉献千万基层干部啊,0
这也是英雄，农村真的太多不自觉的了。一路走好,0
他也是英雄啊！,0
一路走好,0
英雄一路走好,0
??????,0
我致敬，我爸爸也是村支书，这几天一直在为防疫工作忙的很晚，他心脏还有支架。,0
就在我家乡邻镇，好近哦,0
英雄一路走好,0
一路走好!,0
老乡走好，你是最棒的,0
基层干部真的是钱少事多责任重,0
一路走好。,0
中国????因为有你们才能越来越好????????????,0
先生千古！,0
我是江油人 英雄一路走好,0
又一件伤心事??,0
我们又失去了一位党的好干部！,0
英雄不问出处，一路走好！,0
中华民族自古以来就有埋头苦干的人，就有拼命硬干的人，就有舍身求法的人，就有为民请命的人……他们是中国的脊梁。 一路走好,0
英雄太多了 一路走好,0
一路走好,0
请不要总是折腾一线“填表抗疫”,0
能不能别让基层再做表了。。。。。,0
到底要有多少人为此牺牲啊,0
疫情过后也要记住英雄，不要忘记了他们。,0
又送走了一位英雄,0
都是英雄！,0
另一位烈士，走好！严惩F4，打赢防疫之战，才能告慰你们,0
一路走好，愿在天之灵幸福。,0
很抱歉以这种方式认识您,0
一路走好,0
逝者安息,0
英雄,0
这次疫情带走了太多的好人和普通人，他们本应欢度春节，他们本不该这样死去,0
一路走好,0
心痛缅怀，一路走好，,0
和平年代的烈士英雄,0
一路走好,0
英雄走好！！！,0
人民最伟大!,0
致敬,0
好人倒下了一个又一个。,0
不该去世的去世了，该去世的还在编着一个又一个谎言。,0
一路走好,0
作为一个四川人 看到这个 真的好难过……,0
一路走好,0
走好，英雄,0
一路走好,0
致敬 走好 谢谢你,0
关心医护人员的身体和心理健康。他们也是普通人,0
对不起，湖北人民给大家添麻烦了,0
武汉的大学怕是上半年开不了学了,0
看得我真是醉了，征用就是说明情况严峻到了一定程度，来不及通知我们学生，国难当头，你们却在为损失多少私人物品而担忧，损失多少个人财产而担忧，你们想想这是什么时候，是疫情啊，等不到救治，人都没了，还私人物品，大是大非面前，孰轻孰重，大学生这点掂量不出来吗？别人还不能说说就是慷别人之慨,0
南航从墨尔本至广州的航班，没有旅客回中国，飞机上全是澳洲华人购票后把无偿捐助的救援物资放在自己的座位上。在美国几乎所有的口罩都被华人运往中国，一个销售员说这个民族太团结了，太可怕了！所以，我们是团结的民族，请相信祖国,0
作为学生，无条件支持，国难当头。（虽然我的宿舍也被征用了,0
有木有发现湖北的领导没几个精神的，看着一个比一个没能力，有一个能够脱稿把话说清楚的吗，都是这样的领导才把武汉乃至全国搞成这样的,0
早点做，也不至于如此！,0
建议那些评判学生冷血的人可以自发组织一个捐款，为以后有财务损失的同学补贴一些钱。毕竟你们让学生们舍自己为国家，那希望你们同样也做到这一点,0
这些个援助队伍都有1W+人 ，武汉的确诊病人应该不下三万,0
妈的，评论简直道德绑架现场，看得火噌噌头上冒,0
相对批评学生的人说：不是不让住，只是，连请求学校帮忙收拾一下个人财产的资格都没有么。不是不能损失，不能奉献，是不想做不必要的损失。（我不在武汉，我不是学生）,0
这里充满了道德绑架，拿你办公区、住房改成病房，把你东西全搬空，还没有保障，丢了或者损坏怎么办？别给我说疫情面前怎么怎么样，你圣母麻烦把您自己家贡献出来，您要是有保障，您征用，何况你什么保障都没给，还先斩后奏。不好意思，我没有你们那么大公无私,0
那群喷学生的人让我想起了一个视频。有人问如果遇到难民怎么样，那些被采访的人都说会收留。结果真的把难民领到了他们面前，却是各种理由拒绝。我估计现在那群喷子的东西真被疑似患者碰过，他们跳脚的比谁都厉害,0
武汉的同学们，如果真的征用了你们的宿舍，相信你们肯定很难过。不过，请你们想一想，现在还有什么效率高的办法能马上解决床位问题呢？希望你们别难过，或许你的床是别人很多个日夜期盼的救命港！我相信武汉防疫工作组会把你们的私人物品保管好的，疫情过去以后，我们大家所有人都会很好很好的…………,0
征用宿舍怎么了，特殊时期特事特办，武汉沦陷了你去哪上学？,0
看了评论这么多年的书都读到??肚子里去了？一个个自私冷血还那么理直气壮？说病人有的素质低乱吐痰不讲卫生，不带脑子的么？政府用过之后不打扫不消毒的么？担心自己私人物品被扔被偷担心以后住人膈应真的可以理解，政府要做好准备工作和预后工作。如果你家有人患病在生死边缘你还说的出这样的话不？,0
我咋感觉你们啥都没啊,0
被征用的为江汉大学，武汉商学院，武汉城市职业学院，武汉软件工程职业学院,0
国难当头无奈之举，大学生不会反对。当事人担心私人物品怎么处理，宿舍以后的卫生安全问题这也是人之常情，并不代表就不爱国是白眼狼！他们只是希望征用时有更合理的措施，比如可以请专业人士清理消毒宿舍由老师全程陪同录像，贵重物品由老师清点后集中保管转交个人。只要举措合理我相信学生会支持的！,0
我们的一些大学，包括北京大学，正在培养一些‘精致的利己主义者’，他们高智商，世俗，老到，善于表演，懂得配合，更善于利用体制达到自己的目的。这种人一旦掌握权力，比一般的贪官污吏危害更大。,0
希望尽早看到“武汉方舱医院停用，患者全部痊愈出院”的消息,0
为啥不住武汉市政府去？？？？,0
武汉还剩那么多大大小小的体育馆你不去用 跑去用里面满是学生私人用品的宿舍 谁来保障学生,0
这下武汉彻底完蛋了。本来还有一百来万大学生推动武汉发展，结果这么一整。前几年做的所有大学生毕业留汉全部白搭。稍微有点能力的毕业必走。直接沦为三线城市。,0
说明数字真的很庞大 远不止公布的那么多,0
越来越稳健了,0
冷静想一想。覆巢之下焉有完卵，如果要住我的宿舍，请随便，东西损毁遗失都无所谓了。就当我为朗疫捐款了！,0
啊啊啊啊我还有好多私人物品呢，都扔了怎么办？不想要他们住进去，他们可能没有命，但我失去的是我的私人物品啊……??,0
如果武汉沦陷了，中国就完了，中国完了大家都完了，既然都说了一家亲了，不要再埋怨武汉用了你的物资和医疗，武汉也不想这样，你们是没有亲眼目睹武汉的现状啊[淚][淚][淚][淚],0
武汉都已经这么严重了，还有大学生在那里维护隐私权和知情权？你们知道这有多可笑么！那么多生命因病毒离世，你们迟迟没有开学难道不知道事情的严重性和困难性？问这些问题的人好意思说自己是大学生么？成千上万的生命比不过你宿舍的物品？,0
不知道大家为什么都觉得学生抗议是为了钱。其实学生是最热血的群体，你说一句希望大家贡献宿舍，给时间收拾或者说帮大家收拾，通知一声，都乐意的。他们现在有情绪是因为，他们不是作为奉献者的身份带着使命感付出，而是被侵犯了权益，毫无奉献感，表达一下知情权还要被骂。,0
一会儿又说武汉各种帖子求助 在家隔离看不了病  埋怨这那 各种负能量 安排了呢 一会儿又说大学生私人物品咋办 你们真是难将就 是不是同一批人哦,0
这下连高校宿舍都改成病房了  可想而知情况有多严重  看见其他学校发的图片  直接把学生私人用品扔了太过分了  虽说国难当头  也应该尊重别人  真希望尽快传来好消息,0
有些人真的是站着说话不腰疼，你们与其在这杠大学生们不给宿舍叭啦叭啦的，不如好好扪心自问一下，政府征用你们的住宿区，你们的办公区还不跟你们打招呼，你们心里怎么想？这世界上的每个人都在经历着别人难以想象的战斗，请多一些善良，嘴下留点情好吗？当代大学生们的素质没你们想象的这么低ok？,0
对自己学校和老师宿管等没有起码的信任吗？既然是市属大学那主要拨款来于哪里？将或者已在武汉这座城市四年对武汉人和城市没有感情吗？武汉现在一床难求，抢时间就是在救人命，看损失时想下之前获得。在武汉读大学和武汉会不会度过劫难好起来已经联系很紧密，看得清的人就算为自己将来也不会现在闹。,0
酒店宾馆都征用了，住满了，先了解清楚再来喷，现在非常非常严重，征用宿舍可以说是万不得已的措施了??想想可以拯救一个生命，一个家庭或许释怀点，不然你们回来读书也会被感染死掉。东西没了可以买，钱没了可以挣，人死了一切都成空。 ,0
发牢骚的歇歇吧，现在就是在打仗，别扯没用的，仗打不成，你学都没得上。,0
这次武汉大学生的反应真的让我感受到了 这帮小孩的自私低素质，精致的利己主义者，你们自己上学的省出了这么大的事，还在为那百八千的东西叫，天天网上骂这骂那义愤填膺，到了自己一点不肯牺牲，这么多人私信住我家，宿舍国家的财产，你以为是你的吗，说提前通知的，提前半年你看咋样。,0
消毒可以放心，咱们不说也会消毒到位的。学生物品登记整理工作量太大很难做到的，现在是国难，关乎我们每个人的生死攸关，万不得已，国家不会做这种决定的，等疫情过去，相信学校和政府会将心比心给你们处理好的。,0
国难当头，以至于到了征用学生宿舍的地步，说明当局已经下了非常大的决心，如果疫情能够被控制，学生们的损失该赔偿赔偿，如果没有控制住，学生们还能上学吗？学生们的顾虑在当前战时状态根本不值一提。,0
目前同事已确诊 没有医院入住 大家顶我上去 救救小宝宝的妈妈??????请大家帮忙扩散 ,0
希望无论是轻症还是发烧疑似患者都能得到救助,0
感觉现在这些学生觉悟是真的低，现在这个情况，就和打仗是一样的。没有牺牲是不可能的。要是每个人在这个特殊时间都这样计较这计较那。那这仗怎么打？这个时候情况很严重。尽快控制下来。对我们大家都好。想想医务人员都在冒生命风险在战斗，你们却在这计较个人得失。,0
愿病有所医，医有所愈。,0
恐怕很多年后，人们都无法忘却2020年这个“寂静而又恐怖的春节”。前事不忘，后事之师。,0
国难当头，那些学生一心想的就是自己的隐私权、政府未提前告知、患者睡过宿舍所以心里不舒服还膈应。我想说，那些奋战在一线的医务人员冒着生命危险接触患者，也没哪个吐槽说膈应！大概学生的爱国就是与我无关就网上嘘寒问暖满口仁义，一旦关系自己的利益，立马变成利己主义者！他们千万不要学医从军！,0
我纳闷一个问题啊 长江跨过武汉 为什么不调集几十艘（豪华）邮轮作为方舱医院啊 还好隔离 还不用花时间 麻烦大家帮我顶上去,0
武汉大学生真是倒了他妈的血霉了，自己另外一个家被强制征用，在消毒和私人物品得不到保障的时候，以一堆人要求你打碎牙齿和着血往肚里咽，咽不下去就问你书读哪里去了，接受社会的毒打，我一个不是本地的已经毕业的学生都看不下去，求说这些话的把你家腾出来吧，这么牛逼,0
我是真的该征用教室更科学 而且也更好后续消毒,0
评论区的键盘侠真的很好笑 喊口号被谁都响亮 现在征用学生的宿舍就个人财产不可侵犯了，控制不好疫情，隔离不了最后一个病人，又要重演一遍各种传染，还想开学？武汉开不了学，中国开不了学，因为人都要死完了不用开学了，这么多视频资源大家都说保守估计真的有十万，这还不是最大的爆发期.........,0
我认为，可以公开是哪些大学，向这些同学们表示谢意，你们是真的真棒，从头到尾，大家没有说过不想帮助武汉人民，只是对自己物品以及健康的担忧，我觉得，国家能在众多选择中选择大学生宿舍，很大一部分就是会知道在大义面前如何是非决断，辛苦你们了，你们是真的很棒很棒，同时也希望大家能理解他们。,0
大学生真是可怜，被占宿舍担心自己的财务安全，还要承受着大家的骂，你们可真厉害,0
床位能再乘以10吗？真的看不下去了，一边死人一边再增加床位医院，能不能部分人员分流？能不能急需救治的其他人员分流外省救治？封城是措施，但是别把人命全封死在城里啊,0
不是学生们不愿意，疫情面前肯定会同意的，但是没有其他地方了吗？我觉得宾馆都可以啊,0
设想一下如果我还在读书我的宿舍被征用了，如果是给军人、警察、医护人员、志愿者等人住我可能一点都不膈应了，但是给一般病人患者住，嗯就想一下国民素质真心不能保证，我也不是职业歧视，看看那些故意隐瞒甚至吐口水故意传染的社会新闻和武汉政府公信力……我还是很方的。,0
个人物品有人命重要吗，要是沦陷了你敢保证下一个不会是你？,0
非常认同，都什么时候了还讲私人物品，人都快死了还物品呢,0
我不懂为什么学生要反驳怎么不住你家？我现在住我家里但学生现在不住学校啊？如果让病人住我家空置的第二套房子我完全ok,0
只要思想不滑坡，方法总比困难多。,0
没有哪个政策是完美的，开始建方舱一群人在下面吼为什么不征用党校、学校宿舍现成的床啊，征用了之后一群学生在下面闹，钱怎么办，衣服怎么办，消毒能不能彻底。都很有道理，那么就看学校能不能负起责任来了。,0
我就想问问 整个武汉市那么多的宾馆酒店会所 这个特殊时期 谁敢去住 不都空着在？不能征用吗？那不比学生宿舍好用吗？,0
用学生宿舍是不是不方便，毕竟有私人物品，用教室改是不是更好些，空间还大,0
该用的还不是会用，大局为重谁会在意学生啊，谁都懂。但是我们发个牢骚都不行了是吧？被征用的是我们，被骂的还是我们,0
唉......(肯定是床位不够，然后把所有市内能用的资源都给用上了),0
你们真爱国难道不是应该帮学生讨个说法，然后让学生安心的把宿舍交出去。就只会一味的谩骂侮辱学生，骂他们不爱国，来彰显自己有多爱国,0
我家中的老人 所有检查都做了，也确诊了，发烧了12天，高烧。已经呼吸微弱，上报了好多天了，到现在还没有安排住院。把家人都急疯了，照顾老人同时，家人也感染了。求助……都没有回应。求国家看到……求床位。,0
我以为不会征用宿舍。。。具体的明天再看吧（只看了评论没看视频），宿舍最闷了，只有一个窗户，太密集了，还都是满满的私人物品，不如教室至少一面墙都是窗户透风，而且教室除了桌椅没有物品，好消毒好管理,0
希望所有人都应治尽治??????,0
这评论里这么多圣母自愿贡献自家房子，希望有关人员赶快来统计一下，说不定能用得上。还有哦，目前国家形势如此严峻，这些人都说捐个几千几万是小事情，慈善机构赶快来收钱了，这么多圣人伟人太高尚啦！简直就是耶稣转世，观音娘娘本尊啊,0
某些评论真是醉了站着说话不腰疼,0
连我们十八线小城市都去了医护人员支援武汉，可见武汉病患之多,0
不一定偏得用宿舍吧 体育馆 教室都可以啊 疫情过后也方便消毒,0
武汉都启动一级战备了，人命关天的时候，还有学生在惦记自己寝室的私人物品，反对征用学校寝室。往严重了说，这场抗击病毒的战役要是赢不了，学校都开不下去了。就算开放疫区让学生来取自己的物品，你敢来吗？,0
读个大学读成这样了，不知道是个人可悲还是国家可悲，以后国家还是不要扩招和绿色通道了，读完大学也没什么用，手机电脑贵重东西肯定都拿回家了还在这喊，是不是裤衩没拿,0
无尼玛语 有些人 咋想的？治不好病都不用上学了都不用活了 你那点破私人物品你留着下崽呢？？？？真是他妈蠢死的,0
我是不支持学生宿舍做病房，是病毒，不是开玩笑，拿钱征用酒店??,0
我不是武汉的大学生，但我是一名大学生，如果国家要征用我的宿舍，好没问题，你拿去，物品怎么办？我可以全部丢掉不要了，但我要求我有征用的知情权，我希望学校能告知我征用的事实，我想这也是大部分武汉学生所在争取的尊重与知情权。我们并非不同意征用，也并非自私，但我们需要一份尊重。,0
慷他人之慨的都该死,0
学生好欺负是吗  教室体育馆都可以 宿舍可是学生最隐私的地方 私人用品都在那 被顺走算谁的 政府太过分了,0
大家还在想开学个人东西怎么办 这个事情不解决 连学都开不了 武汉开不了 中国开不了 你还想上学？ 你连这点牺牲都做不了 也上不了学了 因为人都死完了 你还想上学,0
建议征用更多学校更多的体育馆。宾馆也可以征用大部分（宾馆的卫生条件也很好且房源也多啊）。不过学生寝室确实。。易地而处，换成家里面住进了其他病人几乎所有私人物品不敢再使用就？？？然后继续建方舱医院。,0
轻症患者应尽早收治 也容易治愈出院 降低病死率 增加治愈人数,0
当代大学生真实,0
我只求方舱医院的患者有火有气不要打骂医护人员了！人家也是抛家离子的从各地赶来支援的！！！??????,0
让所有病人得到收治和照顾，倾全国之力照顾武汉，武汉必须好起来，武汉亡则国家亡，这是执政者不言自明的道理。人民不是傻子，不可能谎言永远当道。做最坏的打算，做最充足的准备，一直跟在病毒后面补窟窿是永远也补不完的，必须比病毒更快，才有可能成功。武汉加油！不能输，只能赢！,0
国家疫情严重，如非迫不得已，不会出此政策，我们应该感到光荣。但有些人觉得自己的财产比武汉人的命重要，什么心态？还有的学生不知廉耻的抨击，说住你家，如果国家有难，征用到，我觉得没问题。我在一线工作，看到多少家庭命悬一线，感到寒心。,0
为什么不直接征用私人医院，让他们私人医院的护士医生放假，医疗队接管，我觉得医疗条件怎么也比高校宿舍要好吧，怎么想的征用高校学生的宿舍？,0
真心的希望每个患者都有床位，都能得到救治??????武汉人民，你们太苦了，祝你们健康，武汉的病患你们早日康复！太难了，大家都太难了,0
真的是大半夜的瞌睡都给气醒了，肺炎没得肺先给你气炸了，真的寒心啊。先提醒大家戴口罩的是咱们，后自愿隔离的是咱们，帮那些吃野味的人背锅的是咱们，被猝不及防征用宿舍的是咱们，被征用宿舍还要被道德绑架的是咱们，结果疫情防控志愿者冲在最前面的还是咱们。不想多说了圣母们以后叫我们英雄就好。,0
说白了 发负能量 各种抱怨的就是自私 反正政府各种决定都满足不了你们 你们都会挑刺 什么时候了 不晓得大度一点,0
人都快死了 还想这么多 放假了贵重物品不带回家吗？？,0
没有觉得不妥，举国上下的人，都在为武汉加油，做贡献，现在就征用一下宿舍，你们就吵吵，万一有一天要打仗了，让你上战场，可能会死，你不就早就跑了？    而且宿舍本来就是武汉政府的，别人想用就用，在学校让你把宿舍当成家，你就真把宿舍当成自己的家啦？      没人教的东西，分不清孰轻孰重！,0
怎么说呢。都应该礼让三分。病情特殊时期，国家可能出于各种考虑才出此之策可以理解。生命大于天。只要快点好起来就行。如果我还是个大学生我床位可以随便提供只要看好桌子上柜子里私人物品就成，毕竟直接提供床位可以省去很多时间以及人力，与时间赛跑，大不了到时候换套新的床垫杯子毛巾牙刷什么的,0
没人说学生不支持，现在学生懂得可比某些人多多了，学生质疑的不是事件本身的合理性，而是这件事为什么没有提前通知，突然把东西全部挪动了，要谁谁都很纳闷，我们相信医护人员，但是不代表所有的病患都能做到不偷不摸，不做出某些不雅行为，毕竟有部分女生宿舍,0
操场上建一个工厂式的大板房应该也不比清理宿舍麻烦吧,0
大半夜被哈批网友气的头疼,0
不明白，不是有很多商铺主动捐赠可容纳上万人的地方用来隔离吗？为什么还要用高校？,0
我看到湖北领导就烦,0
湖北领导真多,0
不是大学生冷血，问题是电脑还在寝室放在，衣服鞋子化妆品这些东西至少上万块，征用之后光说口红你还敢不敢用，宿舍费用便宜是学生时期的权益，不代表学生占了社会多大便宜所以活该付出代价，既然知道是学生，那这些损失也不是学生活该承受的，总有人想要扣大学生一顶没有社会道德责任的帽子，真的无语,0
如果当初我大学的时候国家要征用我的宿舍度过难关，我想我会义不容辞，可能我太穷了吧，一床被子，几件衣服值不了几个钱，到时候重新买就好了了。反正我是不会把太贵的东西留在学校宿舍那么久的。,0
这次疫情，比我们想象的要严重的多的多的多，武汉还未确诊的人还在等待救援，人数每天都几千几千的涨，不知道什么时候是个头。所以没有事情的别乱跑，别再给国家增添负担了。不出门，自然就不需要口罩，将这些医用物质送去一线那就是能救很多人啊，每个人都是这场战役胜利的关键人物，武汉加油中国加油,0
还是太少啊，建议征用酒店学校，实现疑似隔离防止交叉感染,0
我发现有些人真是批话多脑子屎糊了，你家人是政府人员被调动了，废话，他有这个义务去，政府人员基本上是党员吧，宣誓过的！！！要是真有一天要征用武汉的大学生们去我觉得大部分人也不会叽叽歪歪。现在是什么情况？酒店征用完了？非得征用宿舍了？无非是学生好欺负罢了，征用了酒店可能得补偿而已。,0
其实着急的武汉学生也有原因的 疫情过后总要正常生活 对大学生来说宿舍几万的东西不是小数字 相对于平白损失他们希望有相关措施可以理解 我想如果物品不被随意丢弃或者提前集中收一下桌面的东西 那征用宿舍换我也同意 学生真正气的是道德绑架和一部分骂的有点过分“白眼狼”“垃圾”这种词汇,0
征用宿舍可以，但现在相当于直接把病人带到你家，学生有顾虑也是正常的，慷他人之慨可还行？况且宿舍真的适合吗？清理东西再重新布置也要花时间，没电梯的话还要爬楼，还有电压等各种问题，如果还能有酒店宾馆可以征用的话会更方便一些。,0
等你一床难求的时候，你就知道厉害了,0
武汉加油！！！！,0
母校南区宿舍被征用了 不过好像学校没有下达正式通知，照片里看着就是把原有的床用布给围着了 应该是要在中间过道放张病床的意思,0
希望广州第八医院能支援“肺炎一号”药剂，这样可以使大量轻症患者迅速恢复，把医疗资源留给更需要的人群,0
每天看见还有那么多求助的患者 真的是  赶快把她们都收治了吧,0
有些人，看见医生和患者，义愤填膺的大呼“救救他们！”，但是真需要他们了，他们说“侵犯私人空间！”不打脸吗？演了这么久的人间大义不累吗？我可以网上声援你，彻夜不眠网上为你追求正义，但住我宿舍不行，床位不够你死在家里也不行！宿舍空着也不行，里面可是有我衣服呐，挺贵的！,0
呵，也不知道是谁站在道德制高点上对我们大学生进行道德绑架，到头来还倒打一耙说我们大学生怎样怎样，是知情权！学校征用的还是有人住的宿舍！！有人的宿舍就可以不通知让患者入住？那你出去旅游一趟，然后被告知你家已经被征用了，这不合着不把你当人看你还得开开心心接受 ？？,0
评论里的人真的站着说话不腰疼？ 咋不把你家贡献出来？ 在这说我们武汉大学生冷血 ？,0
还有一群人骂人家学生，人家私人物品就是希望好好保管怎么了？人家是说的不让住了吗，就是问一下也不行了吗？不就看大学生好欺负吗搞点道德绑架。那种站着说话不腰疼的憨批，也希望你先把你家捐出去呢,0
武汉军运村留着开盘吗？,0
这些叫嚣为什么不这样？为什么不那样的学生真是智商惊人！！国家那么多领导人想不到，就他们这些学生想到了，真是冰雪聪明啊！！！祖国的未来有救了！！,0
没生病，家里没病人，不是一线工作的，不是武汉大学生的，就把嘴闭上吧求求你们了。,0
既然已经对口支援了，那么最有效的方法就是分流病人到各省集中治疗，武汉那点儿医疗资源根本不够用，而且湖北还有其它重灾区，再建一个小汤山也是浪费时间，分散到有条件的省份统一治疗才能最大限度缓解目前的情况，否则光捐物资也是徒劳,0
武汉不容易，湖北不容易，全国不容易，我们普普通通的大学生也不容易呀。请保护好我们寝室内的私人财物，希望都快点好起来吧，我真的想她了，我想回江大,0
exm征用宿舍？别提贡献不贡献行吗？把病人领你家隔离去呗？这玩意儿传染性这么强您说这病毒过去放宿舍的衣服鞋是穿不穿呢？电脑和书用不用呢？真就全扔了呗,0
我支持这种做法，即便是征用宿舍我也支持。政府在征用体育场后，能征用的只剩下学校了，因为学校是政府的（我们享受着便宜温馨的宿舍，我们享用着带有餐补的餐食，我们接受着优越的师资）。民房不能征用，民房是百姓的。酒店不能征用，酒店是百姓的。只愿春暖花开时，这座城、这个国家能少留些眼泪。,0
希望被征用的大学生们能够理解，国家不行了是整个民族的事情，现在真切感受到以前国家是我们的倚靠，现在需要我们了，能怎么尽份力都是我们荣幸，我都在想后悔没有好好读书学医上前线!!!!!!现在祖国需要我们!!!!!!!我们的祖国母亲生病!!!!!!!!!国家兴亡，匹夫有责,0
请在方仓医院增加一些维护秩序的人员，那么多人，万一有人闹事，需要有人维护秩序,0
我不知道如果这种事情落我头上我会怎么想    但是我肯定会选择相信政府   毕竟特殊时期   这点牺牲相交于一线医护及相关工作者   又算得了什么,0
武汉人，湖北人，真是太可怜！,0
为什么不先征用体育馆之类的啊，场地又大还方便管理监控，直接就学生宿舍。,0
分清轻重缓急，国难当头，要把自己的利益放一放,0
中国圣母网友，个个牛逼，站在说话不腰疼,0
那些让别人重新买的，书，笔记，资料那些，你是站着说话腰不疼，你从哪里去买，而且住学生宿舍，那些不爱干净的留下的隐患更大，以前在宿舍门口贴宿舍是你家，现在一堆人说宿舍又不是你家，说的学生住宿舍像个恩赐,0
我认为征用前应当和学生沟通 这完全就是强制征用,0
我不是学生，不支持征用宿舍，隐患太大了,0
首先这件事是有瑕疵的，没有尊重学生知情权。但什么是大局？大局是疫情严峻，情况紧急，一切要以战胜疫情为目标。瑕疵再怎么让人不舒服必须更必要让位于大局。可以说在网上抓住瑕疵，恰恰是一种自私自利的舆论反大局，话又说回来疫情不控制你那点利益能实现？真是自私而短见的布尔乔亚。,0
国家真的在努力，在尽力！中国加油！,0
大学生享受着国家最大的红利，现在举国同心抗疫，请青年人担当起责任。国家花了多少力气和心血培养我们，请铭记并感恩。 从我读大学到硕士到博士，1200一年的宿舍，10块一顿的食堂，都是国家为我们默默付出的。我也是女孩子，也不喜欢别人动我东西。但是现在祖国有难，我愿意以此为报。有国才有我！,0
宿舍里的个人用品，我相信国家会考虑的。即使都因此糟蹋不能用了，就当是为这次疫情捐了。也算是为这次疫情做贡献了，这样一想，是不是心里就好受多了？是不是会感觉个人的境界又上了一个档次？,0
大学生表示不愿意,0
外地人看到这个真的觉得好笑，作为女生本身私人物品就很多，男的进来住，什么德行都心知肚明，女的进来住，我很难不担心我的口红香水化妆品，别说是小事，我一年几万的零花钱都花这了，还有金银首饰，丢了谁负责，社会人员有个什么皮肤病传染病，衣服床还要不要了，财产损失不是你的，咋那么多圣母呢,0
那么多人拿命拼，一个个还在在乎自己那点家当，你们放学校的东西有人家命重要？,0
这些学生真是矫情,0
现在都这么严重了，学生宿舍具备一个房间一个卫生间的隔离要求，我相信，但凡有办法，或者形式不严峻，都不会这么做，换句话说，如果疫情不控制，最后，你连学校可能都回不去了，命都保不住了，那些化妆品，衣服，包包，鞋子又有什么意义呢？,0
学生宿舍私人物品也太多了吧，这不太好吧,0
真的无语 欺负学生没人权吗 学生私人物品能保证吗 环境能保证吗 不去征用酒店 公寓 来征用学生宿舍,0
这特么真是为了省钱买床铺阿 我要还是学生 我真特么药休学了 这个不是一般别的 就是病毒啊 就算消毒就 我也怕啊 咱也不知道捐了这么多钱哈，买个床铺都买不起哦？中国哪里没有空余de地方 。。为什么要选择学生宿舍。。。。我也是无语了 ，这都是怎么想的,0
