"河北人民表示不能和江苏手牵手了，江苏好倔强啊，请一直倔强下去??????	",0
"拜托电视滚动播放吧，家里人不看微博真的不把这个当回事	",0
"甘肃挺住，大西北挺住，江苏挺住啊	",0
"陕西，江苏很稳，甚至有点慌	",0
"江苏挺住！	",0
"但凡早期不要开口闭口害怕恐慌，行动起来，也不至于如此	",0
"17人死亡，太可怕了	",0
"不求多难兴邦 只求国泰民安	",0
"大江苏撑住！	",0
"江苏真神奇……	",0
"这回包围圈里真的只剩下江苏了	",0
"我大陕西挺住啊！！???????	",0
"陕西，甘肃！西北地区！还有神奇的江苏！一定挺住啊	",0
"陕西瑟瑟发抖	",0
"“你们听到某个地方发生瘟疫时，你们不要前去；你们所在的地方发生瘟疫时，你们不可逃离。”	",0
"湖北444例，麻烦说说除了武汉还有哪里，我们这些武汉周边到处看不到具体的数据。	",0
"所有病例都是和武汉有直接关系。武汉锁城是真的有必要了。这个时候就不要讨论自私不自私的问题了。现在已经很严重了，人数一直快速上升	",0
"陕西真进入决赛圈了，拜托挺住	",0
"整个东部地区只剩江苏了，本江苏人瑟瑟发抖	",0
"江苏加油	",0
"希望大家都好好的！还有陕西千万要抗住	",0
"我就那么一天一天的看着这片地图变黄再变红	",0
"江苏是怎么做到的……	",0
"我是武汉的，有些外地的网友不了解实情，现在很多病患救治不了 ，两边都有苦衷，医院给了确诊就要收治这个患者，但是没有床位和医护人员已经超负荷了，只能半明示告诉你，你是病毒性肺炎（非常大概率就是那个病）但是我们太忙了，收不了你，开点药回去隔离吧	",0
"我们江苏人要求封城，只准出不准进	",0
"求求武汉人别到处跑了	",0
"噗，江苏是被全方位包围了吗	",0
"吃，吃，吃，真tm香啊，野味真香是吧，你tm怎么不死呢？ 阿冠，姐姐求你了，别闹了昂~去去去，找吃野味那个去，他特别喜欢你呐~	",0
"我大陕西给我顶住啊	",0
"看看我们这东部仅存的白色	",0
"突然觉得高原就是好啊，没人瞎跑过去	",0
"陕西挺住	",0
"我怎么感觉咱们国家被投毒了呢？	",0
"江苏挺住！！！??????	",0
"愿陕西长安 我大陕西真的是夹缝中求生存	",0
"我们江苏挺住??????	",0
"江苏挺住！！！！	",0
"我们大江苏苦撑中	",0
"江苏和西安真是太坚强了，挺住啊	",0
"武汉新型冠状病毒的阴霾，唤起了人们对17年前SARS肆虐时期的记忆。   其中，一种言论逐渐甚嚣尘上：“不是我们战胜了非典，而是非典放过了我们。”   甚至有人“预言”，武汉新型冠状病毒也将在相似的时间，以相同的方式划上句号。	",0
"请问下官方，为什么一直没有见到对死亡人员的详细报到呢，例如年龄，性别，发病时间，治疗时间至死亡的这些详细信息呢。也让大众有些应对心里。	",0
"刚刚出去买东西的时候还听见一些要今晚打算去武汉的人说：武汉几千万人才几百个人感人，就不信还能感染自己！真的是太愚昧了，完全没有重视这次病毒传染！拜托各政府加大对疫情的报道，让人们重视起来！????	",0
"你们不觉得这个死亡比例高的吓人吗？	",0
"陕西挺住，因为一旦出事，可能西北几省都逃不了了	",0
"希望内蒙古不要有！Please	",0
"建议陕西封堵汉江周边地区	",0
"西北挺住！！！新疆挺住！	",0
"甘肃要挺住啊	",0
"江苏：我慌的一笔	",0
"徐州有90多个今天刚从武汉游学回来的人你敢信？这节骨眼组织去武汉游学你敢信？？	",0
"错过了黄金防控期，赶上了春节返乡档口，潜伏期14天，正常人想想就知道，这还可控吗	",0
"我就想知道那几个开始吃野味的憨批是谁！全世界都被他们搞怕了。	",0
"陕西一定要撑住啊	",0
"武汉如果真的出现大规模病毒性肺炎患者被医院以不确诊不收治的理由拒之门外，让回家自己隔离，导致这些患者为了活命外逃去其他省市医院，从而扩大感染规模的话，这个下命令的领导就是被凌迟也不为过。这步棋太烂了，实际效果除了所谓维稳基本为零，而可能造成的后果不可估量。	",0
"又增加了，大家尽量少去人多的地方，陕西挺住	",0
"我大陕西撑住！！	",0
"我们大陕西也太坚强了 挨着重灾区	",0
"长安常安 陕西给我挺住！！！！！	",0
"陕西:我不知道我还顶不顶得住	",0
"江苏可太牛逼了	",0
"陕西好nb	",0
"呼吁zf快点下令禁止拜年吧，不下令还是有人为了面子拜年	",0
"江苏将会是华东决赛圈	",0
"已经透明化了啊，人数实时更新，连确诊患者的年龄，如何感染都已经详细报道了啊 还要怎样透明?现在就是时事关注，做好防御措施，不要杠！保护好自己保护好身边人！理智对待 不要瞎嚷嚷！	",0
"有点担心啊	",0
"不知道说啥好，当初出现病毒就应该封锁全城！现在封城也来不及了…加上春运人流动…这肯定要把整个鸡型版图都全部填色了	",0
"陕西人民很自觉	",0
"陕西！！挺住！！	",0
"不要拜年串门了谢谢	",0
"陕西挺住！！！中国挺住啊！	",0
"大江苏的我，愁的睡不着，一直刷官方微博，就怕有确诊	",0
"江苏又平安度过一夜了	",0
"云南别再有了。	",0
"浙江唯一能与北上广同色的时候.......	",0
"触目惊心的数字啊，越来越严重了??平安平安平安	",0
"我的陕西啊，也不知道能撑多久	",0
"我大西北加油，挺住[加油]武汉加油，全国人民加油[加油][加油][加油]	",0
"陕西被包围了，	",0
"刚才还说河北没有，石家庄还没有，结果五分钟后就出现了	",0
"又多了100例了	",0
"我们内蒙古一定要坚守住，加油！！！	",0
"陕西挺住！	",0
"果然还是5开头了	",0
"陕西挺住	",0
"陕西挺住	",0
"身为长期居住在江苏的我 感到瑟瑟发抖，四面楚歌的感觉，江苏挺住。	",0
"我大江苏挺住啊！	",0
"山东新增一例	",0
"陕西挺住！	",0
"陝西堅持住啊～大家真的重視起來、做好防護吧，今天坐公交車、一車人加上自己就3個人戴口罩～大家都不擔心嗎～可是為了家人為了身邊的人、請照顧好自己啊～	",0
"大家都呆着不要流动了，发散式扩散太可怕了，关键是容易造成疫情的不好直接杜绝啊啊啊啊啊。	",0
"感觉全境只是时间的事	",0
"江苏挺住	",0
"西北部和江苏加油??挺住，保护好自己	",0
"江苏怎么独善其身的？	",0
"陕西是块宝地一定要撑住啊	",0
"我大河北啊	",0
" 香港特别行政区 麻烦加上。	",0
"这么多年，人类对野生动物的伤害和残害，现在是它们来报复了！	",0
"刚刚说可能明早一觉醒来超过500，合着不用等明早	",0
"江苏人民瑟瑟发抖。。苏大强挺住	",0
"江苏可以封省吗	",0
"除湖北外，其余省份确诊病例已达100名，目前确诊省份达23个，有疑似省份2个，仅剩7省份无恙，愿平安！	",0
"大新疆一定可以的??	",0
"实在是对不起，我们江苏还是沦陷了，陕西的朋友们一定要挺住！	",0
"山东两例	",0
"江苏目前没有更要加强防范！！多一个安全的地方总是好的！	",0
"江苏，加油！武汉，加油！中国，加油！	",0
"河北沦陷了。。。	",0
"江苏挺住啊	",0
"陕西抗住	",0
"山东不止俩吧……	",0
"为什么没有香港的数据?香港不是我国的吗？	",0
"我大西北坚持住	",0
"能不能试剂下放啊，大多数从武汉打工回来的都是农村人，农村基础设施不完善，人的防范意识也不到位，能不能像疫苗一样，彻底检查一下，如有病例也好马上隔离	",0
"又多了一个	",0
"没有沦陷的地区要挺住吖	",0
"1月7号去香港我还在纳闷，那边当地的工作人员怎么都戴着医用口罩工作，包括空姐...现在想来真是后怕...	",0
"中国加油??????	",0
"江苏人民抱紧我	",0
"看着这个数字好难受，为什么别人的过错确要一些不该承担的人承担！	",0
"江苏啊，挺住[加油][加油][加油]	",0
"我们陕西挺住了	",0
"卧槽，这涨得也太快了	",0
"甘肃撑住啊	",0
"啊……新疆这边真的都不重视的	",0
"不敢奶我陕西	",0
"始皇选的地方，没问题	",0
"544只是试剂盒试出来确诊的，那些没收入院的在家自己隔离的还有那些潜在感染者，加起来得有多少了	",0
"西北挺住！！！	",0
"我大新疆作为最西北!一定挺住!	",0
"看着范围一点点的扩大，真的好慌。但是要相信医生相信政府。武汉加油，中国加油。这个时候了，希望大家能保护好自己保护好家人，不给国家不给医护人员添麻烦，能不出门就不出门，都戴口罩吧。我们能做到的只有这些了	",0
"稳住 我们能赢 陕西加油 中国加油 全人类加油	",0
"陕西被包围了	",0
"人类在病毒面前真的不堪一击，屠杀生灵必遭大自然的报复，希望非典希望这次能够敲响警钟，人类不要在为自己的无知买单了，保护野生动物也是保护自己，希望这次能够加强对野生市场的管制  加重处罚违法销售	",0
"江苏，也倒下了。唉	",0
"不会吧……武汉加油??西域挺住，我们东边整片红了，剩下的各位都加油挺住。十七年前我们熬过了非典，如今我们也能熬过新型冠状病毒！我是一个六年级的小学生，我希望能用我的小学生文笔来鼓励大家加油??	",0
"求求你了，睡一觉不要再看到狂增的病例了	",0
"这个真的要怪武汉政府和相关部门 绝对有不可推卸的责任！	",0
"陕西挺住	",0
"又涨了	",0
"大家必须做好防护，出门戴口罩，勤洗手，酒精消毒	",0
"585例了	",0
"不敢说不敢问的话环环替我们说了：武汉行动慢了！  ??应急广播?? 电视??滚动播出吧，三四线城市人群和农村地区人群还以为离的远着呢	",0
"真的球球有些人了，生病了就早点去医院，不要为了过年而讳疾忌医，会害了更多人的啊，你不为了自己也为了家人啊	",0
"希望西安没事，希望西安没事 西安一定挺住啊	",0
"甘肃挺住啊！今晚刚刷到一个视频，一男一女自驾，不知道是不是博眼球，标题写的“再见武汉，大甘肃，我来了”，真想呵呵	",0
"在一线的医护人员辛苦了，要注意安全，武汉加油，大家能平安，尽量不要增加负担，好好照顾自己	",0
"请给武汉提供医疗资源	",0
"江苏像极了两小时前的河北	",0
"河北挺住??中国挺住??	",0
"河北没能挺住	",0
"中国加油！中国人加油！	",0
"我的大广东啊！！！一定要好	",0
"山东咋两个了？？？？？？？？？？？	",0
"实际情况比报道严重很多......已经很多人感染了大家一定要严肃起来不要觉得没关系阿	",0
"江苏守住	",0
"广东也封城吧	",0
"西安挺住啊	",0
"安徽不止一例啊	",0
"河北扛不住了	",0
"山东除了日照那个还有哪个	",0
"还有一群憨批说要逃离武汉呢 逃宁?? 呢 传到全国才好是吧？	",0
"陕西！撑住！！就算周围病毒四起，但是我们依旧攻坚不破！！	",0
"政府压着，这样你们就不知道死多少人了	",0
"江苏刚刚也沦陷了	",0
"我不想开学 不想离开新疆了	",0
"还不封城！等世界毁灭！？	",0
"赶紧把武汉封锁了吧 真的不是针对 而是现在百分之九十的感染人群都是从武汉来的 而且现在还有变异的可能 等到变异了再封所真的就晚了 最好的医生专家都奔赴在武汉一线 不要冒险去别的地方了????	",0
"别再说江苏陕西了，春运回家肯定还有很多潜伏的，只是没报出来而已…… 但还是希望平安！	",0
"求求江苏别出事??????	",0
"春节期间减少走亲戚吧	",0
"能不能详细点	",0
"啊啊啊啊啊啊啊，加油，扛过去	",0
"又多了这么多	",0
"一晚上增加了100例，我感到事态严峻呀。	",0
"#新型冠状病毒怕酒精不耐高温#	",0
"  野味吃出来的都是病！！ SARS 来自果子狸、蝙蝠。 埃博拉 来自黑猩猩、猴子、野猪、蝙蝠。 MERS（中东呼吸综合征）来自骆驼。 禽流感 来自鸟类和活禽。  艾滋病 来自黑猩猩 （这个真不知道是非洲人吃出来的.还是曰出来的）。 墙裂建议	",0
"江苏苏州出现一例了，我就是苏州的	",0
"陕西安全	",0
"坐标广西梧州，广西第一例就是出现在梧州，愿我们广西案例永远停稳2例，不要再涨了	",0
"安徽不止1例，我家安徽四线城市已经出现了一例了	",0
"山东	",0
"老家这边根本没有重视，上街都没有带口罩的	",0
"山东两个？？？？？？？？？？？？？？？？	",0
"之前不是还有很多疑似的吗，现在疑似都确诊了?	",0
"香港不见了	",0
"啊啊啊怎么又多了8例？？？	",0
"17了	",0
"愿平安	",0
"愿平安	",0
"武汉加油，同胞加油	",0
"全国加油！	",0
"愿平安	",0
"??????	",0
"太快了	",0
"山东确诊2例了?	",0
"武汉人就是个祸害	",0
"江苏没有是在骗鬼呢？自欺欺人吗？有些人为了一己私欲瞒着不报后果更严重。真让老百姓寒心	",0
"这年怎么过   	",0
"[加油][加油][加油][加油]加油	",0
"不想做死亡的	",0
"之前还说这个肺炎是谣言来着，还把人抓起来了，笑死	",0
"我大西北。。。挺住啊	",0
"陕西和江苏手牵手我们	",0
"！！！！！！！！！！人数上升这么快！	",0
"今天白天多了一百人，一夜又不知道多多少	",0
"上海为什么是红的？	",0
"天啊，昨晚还是437人	",0
"我的天西安真的很神奇。 作为西安人虽然以前没有经历过非典但是这次也有点慌	",0
"内蒙有点慌	",0
"能不能公布死亡原因呢，是患病多日还是直接导致的？我妈妈也被隔离观察了，能不能给个详细点的介绍，好让医生重视起来！！！	",0
"大西北挺住！	",0
"坐标无锡的我，看完评论呼吸困难，心跳加速。大江苏挺住啊	",0
"一定要平平安安，健健康康的，所有人??	",0
"大家都呆着不要流动了，发散式扩散太可怕了，关键是容易造成疫情的不好直接杜绝啊啊啊啊啊。	",0
"中国加油	",0
"但凡武汉政府早点公开透明，控制人流，不至于到处发现的都是从武汉来的病人	",0
"给新疆点个赞??	",0
"你们你们没看到台湾省吗	",0
"江苏没挺住	",0
"又多了一个省	",0
" 太快了 我这一天就刷微博看数据更新了 北京当年怎么处置 武汉就怎么处置吧	",0
"更新很及时	",0
"我家批发口罩，但是一直木有涨价，国难财不能挣！[加油][加油]一起努力，共渡难关！	",0
"希望能同时关注一下艺考！全国大量考生年后马上要去外地参加考试，加上家长，会有大量人员流动和聚集，希望能及时出相应的处理办法！！	",0
"我看到山东确诊2例的时候心态就tm崩了	",0
"秦始皇 列祖列宗 秦岭大哥保佑我陕西啊！陕西千万可得挺住了阿	",0
"江苏有了，	",0
"年底的春运，使得这个病毒在潜伏期的时候就可能广为传播，那年后的艺考，人口流动量不低于春运，唉	",0
"全国人民一定要挺住	",0
"救救江苏吧	",0
"我只希望是补报或者之前疑似的确认了，真的不希望是这两天被传染上来的	",0
"环球时报更新的太具体了太快了，关注你没毛病，给力。	",0
"!!!刚才还看到的470多啊!	",0
"现在有个矛盾，坐标广州，小侄子是个一岁多的宝宝，他21号跟妈妈都发烧了，不过宝宝是高烧，妈妈是低烧。但是妈妈过了一两天好了，宝宝烧退了但是有点咳嗽。宝妈说不敢去医院看病，因为怕被医院里的肺炎病人传染到。但是问题是，我觉得小宝宝的症状也像是新型冠状病毒肺炎感染，不去医院检查没法确诊啊	",0
"武汉国民政府	",0
"瞒不住了才爆出来？武汉政府早干嘛去了	",0
"在湖北的我，就算紧张兮兮的每天刷新闻，往家族群里转公众号推文！父母依旧没有反应，反倒说我小题大做！农村的防护意识到底如何提升，光靠子女灌输怕是远远不够！	",0
"作为对武汉有着深厚感情的湖北人来说，希望大家一起加油！一起面对难关！	",0
"甘肃挺住[加油]武汉加油	",0
"宁夏咋这么倒霉啊，西北这一片唯独宁夏中招了	",0
"中国加油??	",0
"笑香港紧张的人去哪了	",0
"肯定不止544, 外网说千多人了	",0
"之前还抓了8 人说造谣	",0
"外网数字千多人， 报少了	",0
"之前还有很多人笑香港紧张， 全都打脸了吧	",0
"肯定不止544, 报少了	",0
"这件事体现新闻自由的重要	",0
"你吃了野味，全国乃至世界要为你善后！！	",0
"新疆给我挺住呀 ！	",0
"武汉政府确实不作为	",0
"心痛啊	",0
"顶我上去谢谢了！现在福建各大影城正忙着作秀“消杀”，以此来蒙蔽消费者，彰显他们在疫情下的防护有道。福建万达区域负责人更是牛逼冲天，口吐芬芳怼有良知忙退票的票务平台，来我微博看“万达圣人”全套戏码，求转发让更多人不要在高危时期，到人流密集封闭的地方	",0
"我想问一下 这400多新型肺炎患者中 有没有自己和家人都没去过武汉 然后被感染的	",0
"武汉绝对不止几百个人 去过武汉中转的人远没有本地的人多 这个概率都被感染了 更不要说武汉本地的人	",0
"黑龙江的疑似已经变成确诊了	",0
"今天早上起来发现不舒服以为是肺炎，去医院一查结果是肺癌，还好虚惊一场	",0
"云贵川的兄弟们加油！雄起！加油武汉加油中国！	",0
"不愧是九省通衢	",0
"向奋斗在一线的人员致敬，河北加油，中国加油，	",0
"今天我们说了这个事情已经死了十多人，我家邻居的一个大爷听到了说：中国人太多了，是该多死几个！妈呀，我听到真是无语??，什么人呀居然这样说风凉话！	",0
"中国挺住????	",0
"【吃垃圾外卖体质变弱？为了中华民族未来，应取缔毁健康毁环境的外卖网购游戏；宅家搞游戏刷淘宝又吃外卖，还会有好身体？外卖、网购的垃圾毁环境；外卖、快递车横冲直撞；青壮年热衷送外卖快递，日本德国基本是进技校，成工匠强国家；出门能买一切，却一根针从新疆运到浙江，不满意就退回，作孽啊！	",0
"江苏省首例苏州市首例	",0
"大家注意身体~晚安	",0
"我现在也很害怕，19日，短暂接触过从武汉来的亲戚，他们根本没有说肺炎的事情，来信阳跟我家人都接触过，我目前没有症状，但是真的不知道会不会，，，	",0
"江苏也沦陷了	",0
"[加油]	",0
"福建没挺住	",0
"我们这一个算命的之前老早说过中国今年会死三分之一的人，说他在古书上看到的，现在想想能死那么多人只有瘟疫了，虽然我不相信，但是真的很邪乎。	",0
"武汉跑到北京就诊？？？	",0
"吃野生动物死??	",0
"都是武汉，按这种概率，武汉确诊数目合理吗	",0
"钟南山院士佩带党徽出现在疫情最为严重的武汉医疗一线，这个动人的场景真的让我眼含热泪。84岁的人了，又正值春节来临，他置自己的安危于不顾，一心为了战胜疫情，这就是一个老党员的崇高品质。向敬爱的钟院士致敬，向全国的医护工作者致敬，祝你们过年好！	",0
"怎么样劝说父母，今年过年少出去拜年	",0
"天呐…这扩散速度太快了吧，2020年的第一场硬仗。	",0
"说可控可防的人误导公众不需要问责吗？	",0
"武汉当初不封城造成现在这个局面…	",0
"江苏：我慌的一笔	",0
"别在北京增加了好吗 一想到过了春节，一大批那边的人又涌入北京，更害怕??????	",0
"现在最怕看见“最新消息”	",0
"都从武汉。。。	",0
"来京就诊？途中得接触多少人啊？？？	",0
"北京医院一个个都这么挤，真要是出了一个病例传染起来太可怕了，大家戴好口罩，保护他人，保护自己。??	",0
"把吃野生动物的人抓出来sha了	",0
"武汉来京人员就这么轻易进京了吗？	",0
"微博里大量出现疑是肺炎病例无法入院收治的信息，请有关部门查实	",0
"这都啥程度了还不赶紧老实待着，还到处跑	",0
"武汉都不接...	",0
"又刷出来了	",0
"真的不敢看微博了??	",0
"那些爱吃野味的就该滚出中国，就不会有这么多麻烦事了	",0
"武汉封城吧，求求你们了，封城吧	",0
"11号至18号期间，武汉人民全中国游走。他们18号左右在各地收治，也就是说，12号至18号，他们最多有6天时间在目的地感染其他居民。你们现在开始管控武汉，有个几把用？！12号至18号，全中国人民都没有防范过！！！	",0
"武汉人别出来了	",0
"这两天不停刷官微，给身边人多科普，希望他们尽快重视起来	",0
"春节了，大家一定要平平安安的！??	",0
"这些人到底是去了武汉什么地方？为什么反倒是同样住在武汉的人，没有100%得病呢？那些没有得病的武汉人，又是在什么区域活动的？别告诉我武汉还不如北京中关村大。	",0
"北京人晕厥了	",0
"1月20日就诊今天才确诊？？	",0
"这人明显是感觉自己得了病还跑到北京去，有可能是觉得北京医疗条件好，要不然是在武汉看不上，。。。	",0
"武汉顶住！中国加油！	",0
"勤洗手，出门戴口罩，家里通风换气加消毒！	",0
"香港怎样啊？我同我朋友需要尽快去香港履职，很可能下月之前即要赴任	",0
"我都不敢刷新了，每次一刷新都变多了	",0
"那3月份的考研复试估计要推迟了	",0
"怎么样劝说父母，今年过年少出去拜年	",0
"武汉跑到北京就诊？？？	",0
"难道病毒要搞一次辛亥暴动？可现在是己亥年，不是已亥年，不要贻害无穷了。	",0
"封城好吗 不发烧就给那些人去别的城市 这不是作死的节奏吗	",0
"害怕了 还定了电影票怎么办	",0
"????祈求不要再传了，平安。	",0
"武汉到底怎么样了	",0
"很明显，病毒潜伏期即可传染，潜伏时长不固定，一发作就能确诊，这防治难度很大！	",0
"心真大啊18日还往武汉跑……	",0
"天，传播速度太可怕了，很难想象这些人往返途中传给了多少人，这些人又将怎么样，不敢想。吃野味卖野味的憨批！！！嘴怎么那么欠！！！	",0
"本来想关机睡觉的，这个消息又让我心痛死了	",0
"帝都也太快了点	",0
"太可怕了……	",0
"全世界都知道中国有个地方叫武汉了	",0
"把科技利用起来，对那些跟病源地有联系的人，所有乘坐过的交通工具，顺藤摸瓜。对出来的人先隔离，确诊没事儿后再开始游走吧。十几亿的人，谁知道那位爷跟病原体接触过呀	",0
"把吃野味卖野味的人赶尽杀绝	",0
"这也太快了吧，河北刚刚沦陷	",0
"昌平两例真的瑟瑟发抖	",0
"真的隔离武汉吧，我不是圣人我想活命，看看才几天，已经400多人了，死亡也十几人，可见致死率相当高了！外省感染者都是武汉出来的太恐怖了。	",0
"有没有可能将患者转移 武汉已经快饱和了	",0
"唉//	",0
":道德制高点看别人总是有理有据的，自己明明知道身体要不行了但是公共资源有限要在家里等死么，有些人也不一定是故意的吧，又有几个真正不在意自己生死去保全别人的，尤其是自己得不到公平对待时。这时候应该集中公共资源谨防类似事件发生而不是谴责个人行为。	",0
"有个情况是：似乎感染的机率有点高，去了武汉回来就发现患病，那么武汉现在是不是大家都应主动检查一下，并且做好多种防御措施，尽量在家多休息一下呢！	",0
"看的我有点胸闷气喘呼吸困难	",0
"石景山也有了	",0
"可能医疗资源太紧张？	",0
"1月11号去武汉，14号回来，呆了三天，19号才发热，看样子有潜伏期，所以单纯测量体温不代表没有病毒，这个值得重视	",0
"以身试毒吧，以为看不见的就安全是吗	",0
"我今天还要去医院呢，不敢了都…	",0
"武汉人能不能别乱跑啊我服了	",0
"一线医护人员加油！	",0
"武汉的乱跑啥，还有去武汉的不知道那正有病菌了还去武汉两次，还又回来，回来干啥传染了?	",0
"会不会在未来几天迎来爆发式疫情人数增长	",0
"北京啊北京，不封武汉，求你先把天津封了！	",0
"真想毛粗口啊，神经啊，北京等全国多地的病情都是你们这些跑出来的人传染的。真讨厌。害人	",0
"麻烦快做个全国图出来	",0
"好可怕啊啊啊啊啊    我老板年会前一天还去了武汉    年会上还和我在一桌吃饭了	",0
"为什么现在不想一个紧急措施？？把武汉的病人统一到一个地方进行隔离救治？？？	",0
"太可怕了	",0
"怎么去的北京不查下交通工具么……前几天歌舞升平的时候坐过京广线高铁的人瑟瑟发抖。	",0
"一定要安好	",0
"又...	",0
"都是从武汉出来的，所以武汉能不能封城啊，为了大家不行吗	",0
"548了	",0
"不敢刷微博	",0
"都会过去的，大家一定要挺住，出门戴口罩，回家洗手，一切措施都要弄好。也别瞎跑，马上就是春天了，一切都会好起来的。	",0
"不能封一封武汉吗？真的不想每天担惊受怕门都不敢出	",0
"石景山的那个在哪个医院呀	",0
"天哪_(:з」∠)_球球了别到处跑了，睡前一刷新又是惊心动魄	",0
"完了完了，北京也开始了	",0
"我觉得我快被自己吓死了	",0
"多大仇	",0
"发热后来京的患者，是有多不负责任？飞机还是火车，沿路被你感染的人可能有多少？	",0
"醉了来北京看医生…万一把不知情人感染怎么办？虽然我不在北京～但是确实不太对这样	",0
"武汉的别来了啊啊啊啊啊啊啊	",0
"唉……	",0
"看网上好多病患都是武汉医院不收啊，不给确诊，说床位不够，让好多病患回家隔离。估计好多人都是想活命拼了命的往外跑才能得到救治。武汉当局待蠢成什么样还不想办法解决这个事儿，还特么压呢，我都不敢想象现在武汉情况究竟有多严峻。	",0
